Manufacturer,Manufacturer Color,Manufacturer Color Number,glueboss color name,Glue Boss Color Number,glueboss color volusion id,transparency,red,green,blue,transparency Rating,Text Color 0black 1white,Color Status
Radianz,Korbu Cocoa,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Radianz,Moab Canyon Sienna,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Radianz,Patagonia Gray,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Radianz,Pinnacle Desert Taupe,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Radianz,Soback Beige,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Radianz,Toba Blackridge,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Radianz,Trevathan Black,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Absolute Black,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Absolute Green,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Agazul,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Amarillo Sand,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Antique Gold,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Beige Olimpo,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Black Forest,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Blanco Dali,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Blue Cielo,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Blue Safita,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Blue Sahara,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Brick Marte,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Capri Limestone,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Coffee Brown,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Coral Troya,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Crystal Ash,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Crystal Sand,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Dinux,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Dragon Black,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Ebony Pearl,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Emerald Pearl,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Green River,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Grey Amazon,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Iron Ore,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Luna,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Magma,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Marron Bois,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Minerva Cream,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Mississippi,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Negro Anubus,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Nile,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Polar Cap,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Rhin,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Riverbed,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Rosa Gray,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Santa Fe Brown,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Siridium,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Sonora Gold,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Starlight,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Stellar Rose,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Stellar Sky,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Tea Leaf,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Terra,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Travertine,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Tritium,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Verde Medea,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,Vortium,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,White Dali,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,White Diamond,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Silestone,White Zeus Extreme,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Aspen Amber,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Aspen Dark,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Aspen Flax,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Aspen Green,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Aspen Lily,AL645,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Aspen Putty,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Aspen Slate,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Aspen Spruce,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Breccia Stoneware,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Mosaic Nimbus,QN287,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Pebble Basalt,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Pebble Caper,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Pebble Castle,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Pebble Fennel,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Pebble Shale,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Quarry Arroyo,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Quarry Canyon,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Quarry Mallard,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Quarry Rio Grande,BR790,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Quarry Riverbed,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Sanded Clay,SC475,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Sanded Leaf,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Sanded Linen,SL443,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Sanded Marine,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Sanded Noir,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Sanded Papyrus,SP474,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Sanded Wheat,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Tempest Colluvium,FC151,Clear,4000,4000,50,253,253,252,50,0,Primary
Staron,Tempest Igneous,FI187,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Arizona,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Brilliant Black,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Brilliant White,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Classic Beige,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Classic Black,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Classic Gray,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Classic Ice,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Classic Nevada,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Absolute White,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Almond,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Arctic,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Beach,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Black,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Colorado,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Cream Beige,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Dark Shell,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Diamond,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Montana,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Olivine,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Polar White,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Quartz White,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Royal,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Sahara,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Savannah,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Crystal Topaz,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Elegance Concrete Gray,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Elegance Cream,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Elegance Dark Gray,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Gobi Black,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Gobi Brown,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Gobi Grey,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Gobi Mahoghany,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Gobi White,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Harmonia Altay,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Harmonia Cerros,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Harmonia Dolomites,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Harmonia Sierra,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Impala Gray,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Kalahari,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Karpat Arizona,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Nordic,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Palos Verde,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Sonora,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Sonora Light,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Starlight Black,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Starlight Blue,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Starlight Brown,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Starlight Desert,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Starlight Fresh Brown,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Starlight Green,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Starlight Grey,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Starlight Red,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Starlight Sand,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Starlight White,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Straight Black,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Taurus,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Taurus Blue Bahia,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Taurus Brown Pearl,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Taurus Gold,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Taurus Nordic,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Translucent Ice,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Translucent Onyx,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Translucent Snow White,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Venetian Day,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Venetian Night,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Technistone,Venetian Sunset,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Allante,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Almondine,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Ambrosia,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Arabella,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Aspen Bark,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Bahia Blanca,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Baltic Amber,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Bamboo,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Belgian Truffle,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Bermuda,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Black Walnut,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Bone,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Boston Brown,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Butter Brickle,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Canyon Pebble,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Cape Town,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Capri,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Caspian Stone,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Cayman,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Chartre Blue,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Chateau Silk,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Chiffon,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Cream,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Dakota Bay,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Dublin Quartz,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Ebony Star,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Espresso Royale,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Flannel,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Folkstone,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,French Cotton,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Frost,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Galaxy Gray,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Gardenia,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Ginger Bread,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Gobi,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Icelantik Champagne,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Icelantik Cottage White,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Icelantik Eton Blue,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Icelantik Glacier,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Icelantik Limone,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Icelantik Mint Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Icelantik Misty Meadow,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Icelantik Moccasin,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Icelantik Rose Bluch,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Icelantik Silk,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Icelantik Storm,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Icelantik Sunset Orange,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Ivory White,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Jamaican Sand,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,London Gray,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Lt Khaki,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Lucca,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Lunar,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Mocha,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Napoli,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Natural Bone,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Natural Cream,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Natural Ivory,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Natural Lt Khaki,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Natural Pearl,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Natural Platinum,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Navaho,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Olive Branch,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Pearl,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Pebble Beach,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Persian Indigo,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Pewter,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Platinum Gray,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Porto Rossi,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Quarry Frost,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Red Palm,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Rocky Mountain,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Samara,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Sand,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Sandpiper,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Seashell,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Serengeti,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Shadow,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Spanish Moss,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Stockholm,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Toffee,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Vendura,Vanilla,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Acadia Melange,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Adirondack Melange,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Alabaster Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Alpine Melange,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Aspen Melange,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Astral Spectra,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Atlantis Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Basalt,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Candy Spectra,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Copper Melange,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Eureka Melange,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Everglade Melange,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Fawn Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Fresco Creta,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Garden Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Graphite Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Grey Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Hearthstone,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Jade Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Mineral,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Moon Riverstone,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Moonstruck Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Palmetto,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Palomino,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Pawnee Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Pisa Creta,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Platinum Tempest,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Prairie Sage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Raspberry Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Sandrift,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Sapphire Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Sea Salt Spectra,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Seacrest Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Snowy Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Taupe Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Venetian Creta,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,White Sands Mirage,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Whitewater Riverstone,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Wilsonart,Woodland Riverstone,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Alabaster,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Argil Brown,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Bianco Assooluto,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Chalk White,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Charcoal Black,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Cinnamon Spice,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Clay Brown,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Concrete Gray,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Corona Brown,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Dorado Blue,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,French Roast,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Gravel Gray,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Mahoghany Brown,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Mercury Gray,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Riviera Beige,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Rosso Verona,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Sterling,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Vega Rose,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Vesta Pearl,0,Clear,4000,4000,50,253,253,252,50,0,Primary
Zodiaq,Vortex Black,0,Clear,4000,4000,50,253,253,252,50,0,Primary
DuraLosa,Sombra,0,Cloud,4118,4118,98,250,250,248,98,0,Primary
Formica,Bottle Glass Quartz,770,Cloud,4118,4118,98,250,250,248,98,0,Primary
Formica,E Surf,0,Cloud,4118,4118,98,250,250,248,98,0,Primary
Formica,Glacier Ore,403,Cloud,4118,4118,98,250,250,248,98,0,Primary
Formica,Portofino Mineral,766,Cloud,4118,4118,98,250,250,248,98,0,Primary
Formica,Vapor,783,Cloud,4118,4118,98,250,250,248,98,0,Primary
Hanstone,Arete,MO621,Cloud,4118,4118,98,250,250,248,98,0,Primary
Laminex,Sky Grey,0,Cloud,4118,4118,98,250,250,248,98,0,Primary
LG HiMacs,Mist,M307,Cloud,4118,4118,98,250,250,248,98,0,Primary
Neolith,Phedra,0,Cloud,4118,4118,98,250,250,248,98,0,Primary
Corian,Clove,0,Clove,4611,4611,0,0,0,0,0,0,Primary
Corian,Copperite,0,Clove,4611,4611,0,0,0,0,0,0,Primary
Corian,Black Quartz,0,Coal,4530,4530,72,0,0,0,72,0,Primary
Corian,Mardi Gras,0,Coal,4530,4530,72,0,0,0,72,0,Primary
Corian,Night Sky,0,Coal,4530,4530,72,0,0,0,72,0,Primary
Corian,Nocturne,0,Coal,4530,4530,72,0,0,0,72,0,Primary
Avonite,Infinity,F1-7845,Cobalt,4607,4607,0,0,0,0,0,0,Primary
Corian,Atlantis,0,Cobalt,4607,4607,0,0,0,0,0,0,Primary
Corian,Elderberry,0,Cobalt,4607,4607,0,0,0,0,0,0,Primary
Hanstone,Mystic Blue,CT407,Cobalt,4607,4607,0,0,0,0,0,0,Primary
LG HiMacs,Midnight Pearl,G015,Cobalt,4607,4607,0,0,0,0,0,0,Primary
LG HiMacs,Santorini,VL21,Cobalt,4607,4607,0,0,0,0,0,0,Primary
LG Viatera,Bali,0,Cobalt,4607,4607,0,0,0,0,0,0,Primary
LG Viatera,Cadet,0,Cobalt,4607,4607,0,0,0,0,0,0,Primary
Silestone,Marine Stellar,0,Cobalt,4607,4607,0,0,0,0,0,0,Primary
Silestone,Stellar Marine,0,Cobalt,4607,4607,0,0,0,0,0,0,Primary
Staron,Aspen Sky,AS670,Cobalt,4607,4607,0,0,0,0,0,0,Primary
Staron,Pebble Blue,PB870,Cobalt,4607,4607,0,0,0,0,0,0,Primary
Zodiaq,Celestial Blue,0,Cobalt,4607,4607,0,0,0,0,0,0,Primary
Affinity,Auburn Horizon,SL-135,Cocoa,4323,4323,100,45,26,15,100,1,Primary
Allen & Roth Solid Surface,Toffee,0,Cocoa,4323,4323,100,45,26,15,100,1,Primary
Cambria,Hazelford,0,Cocoa,4323,4323,100,45,26,15,100,1,Primary
Cosmos,Expresso,2010,Cocoa,4323,4323,100,45,26,15,100,1,Primary
Formica,Coffee Quartz,0,Cocoa,4323,4323,100,45,26,15,100,1,Primary
Hanstone,Rampart,MV627,Cocoa,4323,4323,100,45,26,15,100,1,Primary
LG Viatera,Copper Patina,0,Cocoa,4323,4323,100,45,26,15,100,1,Primary
LG Viatera,Kona Ice,0,Cocoa,4323,4323,100,45,26,15,100,1,Primary
Livingstone,Chocolate Chip,0,Cocoa,4323,4323,100,45,26,15,100,1,Primary
Pelican Quartz,Café Mocha,0,Cocoa,4323,4323,100,45,26,15,100,1,Primary
Q Quartz,Iced Mocha,0,Cocoa,4323,4323,100,45,26,15,100,1,Primary
Quartz Master,Coco Leaf,QM2010,Cocoa,4323,4323,100,45,26,15,100,1,Primary
Silestone,Gedatsu,0,Cocoa,4323,4323,100,45,26,15,100,1,Primary
Silestone,Mahogany,0,Cocoa,4323,4323,100,45,26,15,100,1,Primary
